date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#loc+market+code,#geo+lat,#geo+lon,#item+type,#item+name,#item+code,#item+unit,#item+price+flag,#item+price+type,#currency+code,#value,#value+usd
2016-05-15,Northern Region,Mzimba,Jenda,828,-12.35,33.55,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,444.38,0.64
2016-05-15,Northern Region,Mzimba,Mzimba,800,-11.9,33.6,cereals and tubers,Rice,52,KG,actual,Retail,MWK,700,1.01
2016-05-15,Northern Region,Mzimba,Mzimba,800,-11.9,33.6,pulses and nuts,Beans,50,KG,actual,Retail,MWK,631.6,0.91
2016-05-15,Northern Region,Mzimba,Mzimba,800,-11.9,33.6,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,536.19,0.77
2016-05-15,Northern Region,Mzimba,Mzuzu,801,-11.45,33.92,cereals and tubers,Cassava,68,KG,actual,Retail,MWK,231.11,0.33
2016-05-15,Northern Region,Mzimba,Mzuzu,801,-11.45,33.92,cereals and tubers,Rice,52,KG,actual,Retail,MWK,628.92,0.91
2016-05-15,Northern Region,Mzimba,Mzuzu,801,-11.45,33.92,pulses and nuts,Beans,50,KG,actual,Retail,MWK,606.05,0.88
2016-05-15,Northern Region,Nkhata Bay,Chintheche,772,-11.83,34.17,cereals and tubers,Maize,51,KG,actual,Retail,MWK,196.12,0.28
2016-05-15,Northern Region,Nkhata Bay,Mpamba,794,-11.55,34.19,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,377.51,0.55
2016-05-15,Northern Region,Nkhata Bay,Nkhatabay Boma,808,-11.61,34.3,cereals and tubers,Maize,51,KG,actual,Retail,MWK,181.53,0.26
2016-05-15,Northern Region,Nkhata Bay,Nkhatabay Boma,808,-11.61,34.3,cereals and tubers,Rice,52,KG,actual,Retail,MWK,788.73,1.14
2016-05-15,Northern Region,Nkhata Bay,Nkhatabay Boma,808,-11.61,34.3,pulses and nuts,Beans,50,KG,actual,Retail,MWK,796.68,1.15
2016-05-15,Northern Region,Rumphi,Rumphi Boma,818,-11.02,33.87,pulses and nuts,Beans,50,KG,actual,Retail,MWK,828.35,1.2
2016-05-15,Southern Region,Balaka,Balaka Boma,763,-14.99,34.96,cereals and tubers,Rice,52,KG,actual,Retail,MWK,753.45,1.09
2016-05-15,Southern Region,Blantyre,Lunzu,784,-15.65,35.02,cereals and tubers,Rice,52,KG,actual,Retail,MWK,694.96,1
2016-05-15,Southern Region,Blantyre,Lunzu,784,-15.65,35.02,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,698.4,1.01
2016-05-15,Southern Region,Blantyre City,Limbe,781,-15.82,35.05,cereals and tubers,Maize,51,KG,actual,Retail,MWK,207.33,0.3
2016-05-15,Southern Region,Blantyre City,Limbe,781,-15.82,35.05,pulses and nuts,Beans,50,KG,actual,Retail,MWK,735.63,1.06
2016-05-15,Southern Region,Chiradzulu,Chiradzulu Boma,773,-15.71,35.18,cereals and tubers,Maize,51,KG,actual,Retail,MWK,153.01,0.22
2016-05-15,Southern Region,Chiradzulu,Chiradzulu Boma,773,-15.71,35.18,cereals and tubers,Rice,52,KG,actual,Retail,MWK,656.97,0.95
2016-05-15,Southern Region,Chiradzulu,Chiradzulu Boma,773,-15.71,35.18,pulses and nuts,Beans,50,KG,actual,Retail,MWK,705.47,1.02
2016-05-15,Southern Region,Machinga,Liwonde,782,-15.07,35.23,cereals and tubers,Rice,52,KG,actual,Retail,MWK,733.33,1.06
2016-05-15,Southern Region,Machinga,Liwonde,782,-15.07,35.23,pulses and nuts,Beans,50,KG,actual,Retail,MWK,775.07,1.12
2016-05-15,Southern Region,Machinga,Ntaja,813,-14.87,35.53,cereals and tubers,Maize,51,KG,actual,Retail,MWK,162.12,0.23
2016-05-15,Southern Region,Machinga,Ntaja,813,-14.87,35.53,cereals and tubers,Rice,52,KG,actual,Retail,MWK,565.23,0.82
2016-05-15,Southern Region,Machinga,Ntaja,813,-14.87,35.53,pulses and nuts,Beans,50,KG,actual,Retail,MWK,650.78,0.94
2016-05-15,Southern Region,Mangochi,Mangochi Boma,787,-14.48,35.26,cereals and tubers,Rice,52,KG,actual,Retail,MWK,748.66,1.08
2016-05-15,Southern Region,Mangochi,Mangochi Boma,787,-14.48,35.26,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,826.98,1.2
2016-05-15,Southern Region,Mangochi,Monkey Bay,793,-14.09,34.91,cereals and tubers,Maize,51,KG,actual,Retail,MWK,232.12,0.34
2016-05-15,Southern Region,Mangochi,Monkey Bay,793,-14.09,34.91,cereals and tubers,Rice,52,KG,actual,Retail,MWK,675,0.98
2016-05-15,Southern Region,Mangochi,Monkey Bay,793,-14.09,34.91,pulses and nuts,Beans,50,KG,actual,Retail,MWK,691.89,1
2016-05-15,Southern Region,Mangochi,Monkey Bay,793,-14.09,34.91,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,427.76,0.62
2016-05-15,Southern Region,Mangochi,Namwera,802,-14.36,35.5,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,664.06,0.96
2016-05-15,Southern Region,Mulanje,Muloza,797,-16.08,35.73,cereals and tubers,Rice,52,KG,actual,Retail,MWK,688.04,0.99
2016-05-15,Southern Region,Mulanje,Muloza,797,-16.08,35.73,pulses and nuts,Beans,50,KG,actual,Retail,MWK,732.94,1.06
2016-05-15,Southern Region,Mwanza,Mwanza Boma,799,-15.6,34.52,cereals and tubers,Maize,51,KG,actual,Retail,MWK,221.26,0.32
2016-05-15,Southern Region,Mwanza,Mwanza Boma,799,-15.6,34.52,cereals and tubers,Rice,52,KG,actual,Retail,MWK,800,1.16
2016-05-15,Southern Region,Mwanza,Mwanza Boma,799,-15.6,34.52,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,753.97,1.09
2016-05-15,Southern Region,Neno,Neno Boma,805,-15.4,34.65,cereals and tubers,Maize,51,KG,actual,Retail,MWK,138.89,0.2
2016-05-15,Southern Region,Neno,Neno Boma,805,-15.4,34.65,cereals and tubers,Rice,52,KG,actual,Retail,MWK,600.54,0.87
2016-05-15,Southern Region,Neno,Neno Boma,805,-15.4,34.65,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,534.62,0.77
2016-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,23.57
2016-05-15,Southern Region,Nsanje,Sorgin,811,-16.54,35.01,cereals and tubers,Rice,52,KG,actual,Retail,MWK,561.17,0.81
2016-05-15,Southern Region,Phalombe,Phalombe Boma,817,-15.81,35.65,cereals and tubers,Rice,52,KG,actual,Retail,MWK,686.67,0.99
2016-05-15,Southern Region,Phalombe,Phalombe Boma,817,-15.81,35.65,pulses and nuts,Beans,50,KG,actual,Retail,MWK,815.58,1.18
2016-05-15,Southern Region,Thyolo,Luchenza,783,-16.01,35.31,cereals and tubers,Maize,51,KG,actual,Retail,MWK,205.73,0.3
2016-05-15,Southern Region,Thyolo,Luchenza,783,-16.01,35.31,cereals and tubers,Rice,52,KG,actual,Retail,MWK,592.9,0.86
2016-05-15,Southern Region,Thyolo,Luchenza,783,-16.01,35.31,pulses and nuts,Beans,50,KG,actual,Retail,MWK,696.1,1.01
2016-05-15,Southern Region,Thyolo,Luchenza,783,-16.01,35.31,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,562.15,0.81
2016-05-15,Southern Region,Zomba,Jali,778,-15.5,35.47,cereals and tubers,Rice,52,KG,actual,Retail,MWK,612.69,0.89
2016-05-15,Southern Region,Zomba,Mayaka,788,-15.58,35.37,pulses and nuts,Beans,50,KG,actual,Retail,MWK,406.48,0.59
2016-05-15,Southern Region,Zomba City,Zomba Boma,824,-15.39,35.32,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,650.49,0.94
2016-06-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,766.9,1.09
2016-06-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,609.8,0.87
2016-06-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,788.3,1.12
2016-06-15,Central Region,Dedza,Mtakataka,796,-14.23,34.52,cereals and tubers,Maize,51,KG,actual,Retail,MWK,238.79,0.34
2016-06-15,Central Region,Dedza,Mtakataka,796,-14.23,34.52,cereals and tubers,Rice,52,KG,actual,Retail,MWK,650.79,0.93
2016-06-15,Central Region,Dedza,Mtakataka,796,-14.23,34.52,pulses and nuts,Beans,50,KG,actual,Retail,MWK,881.54,1.26
2016-06-15,Central Region,Dedza,Thete,822,-14.3,34.08,cereals and tubers,Maize,51,KG,actual,Retail,MWK,217.01,0.31
2016-06-15,Central Region,Dedza,Thete,822,-14.3,34.08,cereals and tubers,Rice,52,KG,actual,Retail,MWK,700,1
2016-06-15,Central Region,Dowa,Dowa Boma,825,-13.68,33.98,pulses and nuts,Beans,50,KG,actual,Retail,MWK,625,0.89
2016-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,actual,Retail,MWK,212.45,0.3
2016-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Rice,52,KG,actual,Retail,MWK,650,0.93
2016-06-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Beans,50,KG,actual,Retail,MWK,950,1.35
2016-06-15,Central Region,Kasungu,Chatoloma,768,-13.32,33.48,cereals and tubers,Maize,51,KG,actual,Retail,MWK,187.5,0.27
2016-06-15,Central Region,Kasungu,Chatoloma,768,-13.32,33.48,cereals and tubers,Rice,52,KG,actual,Retail,MWK,700,1
2016-06-15,Central Region,Kasungu,Kasiya,829,-12.8,33.72,cereals and tubers,Rice,52,KG,actual,Retail,MWK,680,0.97
2016-06-15,Central Region,Kasungu,Kasiya,829,-12.8,33.72,pulses and nuts,Beans,50,KG,actual,Retail,MWK,650.02,0.93
2016-06-15,Central Region,Kasungu,Kasiya,829,-12.8,33.72,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,576.25,0.82
2016-06-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,cereals and tubers,Maize,51,KG,actual,Retail,MWK,200,0.28
2016-06-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,cereals and tubers,Rice,52,KG,actual,Retail,MWK,700,1
2016-06-15,Central Region,Kasungu,Kasungu Boma,780,-13.03,33.48,pulses and nuts,Beans,50,KG,actual,Retail,MWK,400,0.57
2016-06-15,Central Region,Kasungu,Nkhoma,809,-12.72,33.4,cereals and tubers,Maize,51,KG,actual,Retail,MWK,190.25,0.27
2016-06-15,Central Region,Kasungu,Nkhoma,809,-12.72,33.4,pulses and nuts,Beans,50,KG,actual,Retail,MWK,435.5,0.62
2016-06-15,Central Region,Kasungu,Nkhoma,809,-12.72,33.4,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,650.5,0.93
2016-06-15,Central Region,Lilongwe,Mitundu,791,-14.25,33.77,cereals and tubers,Maize,51,KG,actual,Retail,MWK,199.02,0.28
2016-06-15,Central Region,Lilongwe,Mitundu,791,-14.25,33.77,cereals and tubers,Rice,52,KG,actual,Retail,MWK,770.43,1.1
2016-06-15,Central Region,Lilongwe,Mitundu,791,-14.25,33.77,pulses and nuts,Beans,50,KG,actual,Retail,MWK,697.08,0.99
2016-06-15,Central Region,Lilongwe,Nanjiri,803,-14.07,33.84,cereals and tubers,Maize,51,KG,actual,Retail,MWK,221.77,0.32
2016-06-15,Central Region,Lilongwe,Nanjiri,803,-14.07,33.84,cereals and tubers,Rice,52,KG,actual,Retail,MWK,700,1
2016-06-15,Central Region,Lilongwe,Nanjiri,803,-14.07,33.84,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,716.07,1.02
2016-06-15,Central Region,Mchinji,Mchinji Boma,789,-13.8,32.9,pulses and nuts,Beans,50,KG,actual,Retail,MWK,743.28,1.06
2016-06-15,Central Region,Mchinji,Mchinji Boma,789,-13.8,32.9,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,872.79,1.24
2016-06-15,Central Region,Nkhotakota,Dwangwa,775,-12.57,34.15,pulses and nuts,Beans,50,KG,actual,Retail,MWK,780.14,1.11
2016-06-15,Central Region,Nkhotakota,Mwansambo,798,-13.3,34.12,cereals and tubers,Maize,51,KG,actual,Retail,MWK,170,0.24
2016-06-15,Central Region,Nkhotakota,Mwansambo,798,-13.3,34.12,pulses and nuts,Beans,50,KG,actual,Retail,MWK,726.52,1.03
2016-06-15,Central Region,Nkhotakota,Mwansambo,798,-13.3,34.12,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,542.5,0.77
2016-06-15,Central Region,Nkhotakota,Nkhotakota Boma,810,-12.92,34.3,cereals and tubers,Maize,51,KG,actual,Retail,MWK,223.68,0.32
2016-06-15,Central Region,Nkhotakota,Nkhotakota Boma,810,-12.92,34.3,pulses and nuts,Beans,50,KG,actual,Retail,MWK,957.99,1.36
2016-06-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,cereals and tubers,Maize,51,KG,actual,Retail,MWK,220.25,0.31
2016-06-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,cereals and tubers,Rice,52,KG,actual,Retail,MWK,650.39,0.93
2016-06-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,pulses and nuts,Beans,50,KG,actual,Retail,MWK,610.1,0.87
2016-06-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,600.4,0.86
2016-06-15,Central Region,Ntcheu,Lizulu,826,-14.52,34.47,cereals and tubers,Maize,51,KG,actual,Retail,MWK,201.67,0.29
2016-06-15,Central Region,Ntcheu,Lizulu,826,-14.52,34.47,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,697.78,0.99
2016-06-15,Central Region,Ntcheu,Ntcheu Boma,814,-14.82,34.63,cereals and tubers,Rice,52,KG,actual,Retail,MWK,750,1.07
2016-06-15,Central Region,Ntcheu,Ntcheu Boma,814,-14.82,34.63,pulses and nuts,Beans,50,KG,actual,Retail,MWK,748.83,1.07
2016-06-15,Central Region,Ntcheu,Ntcheu Boma,814,-14.82,34.63,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,837.16,1.19
2016-06-15,Central Region,Ntcheu,Ntonda,832,-14.98,34.75,cereals and tubers,Rice,52,KG,actual,Retail,MWK,700,1
2016-06-15,Central Region,Ntcheu,Ntonda,832,-14.98,34.75,pulses and nuts,Beans,50,KG,actual,Retail,MWK,844.6,1.2
2016-06-15,Central Region,Ntcheu,Sharpevaley,821,-14.62,34.73,cereals and tubers,Maize,51,KG,actual,Retail,MWK,192.5,0.27
2016-06-15,Central Region,Ntcheu,Sharpevaley,821,-14.62,34.73,cereals and tubers,Rice,52,KG,actual,Retail,MWK,725,1.03
2016-06-15,Central Region,Ntcheu,Tsangano turnoff,833,-14.82,34.63,cereals and tubers,Maize,51,KG,actual,Retail,MWK,215.38,0.31
2016-06-15,Central Region,Ntcheu,Tsangano turnoff,833,-14.82,34.63,cereals and tubers,Rice,52,KG,actual,Retail,MWK,542.55,0.77
2016-06-15,Central Region,Ntcheu,Tsangano turnoff,833,-14.82,34.63,pulses and nuts,Beans,50,KG,actual,Retail,MWK,482,0.69
2016-06-15,Central Region,Ntchisi,Nsundwe,812,-13.38,33.95,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,532.37,0.76
2016-06-15,Central Region,Ntchisi,Ntchisi Boma,815,-13.37,33.92,cereals and tubers,Rice,52,KG,actual,Retail,MWK,691.67,0.99
2016-06-15,Central Region,Salima,Salima,819,-13.78,34.43,cereals and tubers,Maize,51,KG,actual,Retail,MWK,200.41,0.29
2016-06-15,Central Region,Salima,Salima,819,-13.78,34.43,cereals and tubers,Rice,52,KG,actual,Retail,MWK,579.91,0.83
2016-06-15,Northern Region,Chitipa,Chitipa Boma,774,-9.72,33.27,cereals and tubers,Rice,52,KG,actual,Retail,MWK,558.67,0.8
2016-06-15,Northern Region,Chitipa,Chitipa Boma,774,-9.72,33.27,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,474.51,0.68
2016-06-15,Northern Region,Chitipa,Misuku,790,-9.67,33.52,cereals and tubers,Maize,51,KG,actual,Retail,MWK,127.89,0.18
2016-06-15,Northern Region,Chitipa,Misuku,790,-9.67,33.52,cereals and tubers,Rice,52,KG,actual,Retail,MWK,596.95,0.85
2016-06-15,Northern Region,Chitipa,Misuku,790,-9.67,33.52,pulses and nuts,Beans,50,KG,actual,Retail,MWK,493.73,0.7
2016-06-15,Northern Region,Chitipa,Misuku,790,-9.67,33.52,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,494.92,0.71
2016-06-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Rice,52,KG,actual,Retail,MWK,574,0.82
2016-06-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,pulses and nuts,Beans,50,KG,actual,Retail,MWK,558.72,0.8
2016-06-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,572.47,0.82
2016-06-15,Northern Region,Mzimba,Chilumba,770,-11.1,33.68,cereals and tubers,Maize,51,KG,actual,Retail,MWK,217.38,0.31
2016-06-15,Northern Region,Mzimba,Chilumba,770,-11.1,33.68,cereals and tubers,Rice,52,KG,actual,Retail,MWK,441.86,0.63
2016-06-15,Northern Region,Mzimba,Chilumba,770,-11.1,33.68,pulses and nuts,Beans,50,KG,actual,Retail,MWK,489,0.7
2016-06-15,Northern Region,Mzimba,Chilumba,770,-11.1,33.68,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,369.1,0.53
2016-06-15,Northern Region,Mzimba,Embangweni,776,-12.17,33.47,cereals and tubers,Maize,51,KG,actual,Retail,MWK,153.93,0.22
2016-06-15,Northern Region,Mzimba,Embangweni,776,-12.17,33.47,cereals and tubers,Rice,52,KG,actual,Retail,MWK,600,0.85
2016-06-15,Northern Region,Mzimba,Embangweni,776,-12.17,33.47,pulses and nuts,Beans,50,KG,actual,Retail,MWK,566.17,0.81
2016-06-15,Northern Region,Mzimba,Hewe,777,-11.2,33.47,cereals and tubers,Maize,51,KG,actual,Retail,MWK,125,0.18
2016-06-15,Northern Region,Mzimba,Hewe,777,-11.2,33.47,cereals and tubers,Rice,52,KG,actual,Retail,MWK,560.2,0.8
2016-06-15,Northern Region,Mzimba,Jenda,828,-12.35,33.55,pulses and nuts,Beans,50,KG,actual,Retail,MWK,551.87,0.79
2016-06-15,Northern Region,Mzimba,Jenda,828,-12.35,33.55,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,572.42,0.82
2016-06-15,Northern Region,Mzimba,Mzimba,800,-11.9,33.6,cereals and tubers,Maize,51,KG,actual,Retail,MWK,181.82,0.26
2016-06-15,Northern Region,Mzimba,Mzimba,800,-11.9,33.6,cereals and tubers,Rice,52,KG,actual,Retail,MWK,750,1.07
2016-06-15,Northern Region,Mzimba,Mzimba,800,-11.9,33.6,pulses and nuts,Beans,50,KG,actual,Retail,MWK,557.49,0.79
2016-06-15,Northern Region,Mzimba,Mzuzu,801,-11.45,33.92,cereals and tubers,Cassava,68,KG,actual,Retail,MWK,209.71,0.3
2016-06-15,Northern Region,Mzimba,Mzuzu,801,-11.45,33.92,cereals and tubers,Maize,51,KG,actual,Retail,MWK,201,0.29
2016-06-15,Northern Region,Mzimba,Mzuzu,801,-11.45,33.92,cereals and tubers,Rice,52,KG,actual,Retail,MWK,623.5,0.89
2016-06-15,Northern Region,Nkhata Bay,Chintheche,772,-11.83,34.17,cereals and tubers,Rice,52,KG,actual,Retail,MWK,697.92,0.99
2016-06-15,Northern Region,Nkhata Bay,Chintheche,772,-11.83,34.17,pulses and nuts,Beans,50,KG,actual,Retail,MWK,784.75,1.12
2016-06-15,Northern Region,Nkhata Bay,Chintheche,772,-11.83,34.17,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,601.65,0.86
2016-06-15,Northern Region,Nkhata Bay,Nkhatabay Boma,808,-11.61,34.3,cereals and tubers,Maize,51,KG,actual,Retail,MWK,206.11,0.29
2016-06-15,Northern Region,Nkhata Bay,Nkhatabay Boma,808,-11.61,34.3,cereals and tubers,Rice,52,KG,actual,Retail,MWK,772.96,1.1
2016-06-15,Northern Region,Rumphi,Rumphi Boma,818,-11.02,33.87,cereals and tubers,Maize,51,KG,actual,Retail,MWK,206.58,0.29
2016-06-15,Northern Region,Rumphi,Rumphi Boma,818,-11.02,33.87,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,749.14,1.07
2016-06-15,Southern Region,Blantyre,Lunzu,784,-15.65,35.02,cereals and tubers,Rice,52,KG,actual,Retail,MWK,693.05,0.99
2016-06-15,Southern Region,Blantyre,Lunzu,784,-15.65,35.02,pulses and nuts,Beans,50,KG,actual,Retail,MWK,998.25,1.42
2016-06-15,Southern Region,Blantyre,Lunzu,784,-15.65,35.02,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,834.62,1.19
2016-06-15,Southern Region,Machinga,Ntaja,813,-14.87,35.53,cereals and tubers,Rice,52,KG,actual,Retail,MWK,578.68,0.82
2016-06-15,Southern Region,Mangochi,Mangochi Boma,787,-14.48,35.26,cereals and tubers,Rice,52,KG,actual,Retail,MWK,745.86,1.06
2016-06-15,Southern Region,Mangochi,Mangochi Boma,787,-14.48,35.26,pulses and nuts,Beans,50,KG,actual,Retail,MWK,679.66,0.97
2016-06-15,Southern Region,Mangochi,Mangochi Boma,787,-14.48,35.26,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,997.8,1.42
2016-06-15,Southern Region,Mwanza,Mwanza Boma,799,-15.6,34.52,pulses and nuts,Beans,50,KG,actual,Retail,MWK,823.07,1.17
2016-06-15,Southern Region,Neno,Neno Boma,805,-15.4,34.65,cereals and tubers,Maize,51,KG,actual,Retail,MWK,166.93,0.24
2016-06-15,Southern Region,Neno,Neno Boma,805,-15.4,34.65,cereals and tubers,Rice,52,KG,actual,Retail,MWK,807.54,1.15
2016-06-15,Southern Region,Neno,Neno Boma,805,-15.4,34.65,pulses and nuts,Beans,50,KG,actual,Retail,MWK,737.02,1.05
2016-06-15,Southern Region,Nsanje,Bangula,764,-16.57,35.12,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,813.8,1.16
2016-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,8150,13.93
2016-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,14000,23.93
2016-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,6600,11.28
2016-06-15,Southern Region,Nsanje,Sorgin,811,-16.54,35.01,cereals and tubers,Rice,52,KG,actual,Retail,MWK,542.54,0.77
2016-06-15,Southern Region,Nsanje,Sorgin,811,-16.54,35.01,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,713.21,1.02
2016-06-15,Southern Region,Phalombe,Phalombe Boma,817,-15.81,35.65,pulses and nuts,Beans,50,KG,actual,Retail,MWK,975.54,1.39
2016-06-15,Southern Region,Phalombe,Phalombe Boma,817,-15.81,35.65,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,957.83,1.36
2016-06-15,Southern Region,Zomba,Jali,778,-15.5,35.47,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,765.29,1.09
2016-06-15,Southern Region,Zomba,Mayaka,788,-15.58,35.37,cereals and tubers,Rice,52,KG,actual,Retail,MWK,441.91,0.63
2016-06-15,Southern Region,Zomba,Mayaka,788,-15.58,35.37,pulses and nuts,Beans,50,KG,actual,Retail,MWK,421.13,0.6
2016-06-15,Southern Region,Zomba,Thondwe,823,-15.49,35.24,cereals and tubers,Rice,52,KG,actual,Retail,MWK,635,0.9
2016-06-15,Southern Region,Zomba,Thondwe,823,-15.49,35.24,pulses and nuts,Beans,50,KG,actual,Retail,MWK,800.17,1.14
2016-07-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,766.9,1.09
2016-07-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,609.8,0.86
2016-07-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,788.3,1.12
2016-07-15,Central Region,Dedza,Mtakataka,796,-14.23,34.52,pulses and nuts,Beans,50,KG,actual,Retail,MWK,1102.81,1.56
2016-07-15,Central Region,Dedza,Thete,822,-14.3,34.08,pulses and nuts,Beans,50,KG,actual,Retail,MWK,666.67,0.95
2016-07-15,Central Region,Dedza,Thete,822,-14.3,34.08,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,625,0.89
2016-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Maize,51,KG,actual,Retail,MWK,215.75,0.31
2016-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,cereals and tubers,Rice,52,KG,actual,Retail,MWK,650,0.92
2016-07-15,Central Region,Dowa,Mponela,795,-13.52,33.72,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,650,0.92
2016-07-15,Central Region,Dowa,Nambuma,831,-13.7,33.6,pulses and nuts,Beans,50,KG,actual,Retail,MWK,837.97,1.19
2016-07-15,Central Region,Kasungu,Chamama,1710,-12.93,33.8,cereals and tubers,Maize,51,KG,actual,Retail,MWK,197.5,0.28
2016-07-15,Central Region,Kasungu,Chamama,1710,-12.93,33.8,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,800,1.13
2016-07-15,Central Region,Kasungu,Chatoloma,768,-13.32,33.48,cereals and tubers,Maize,51,KG,actual,Retail,MWK,180,0.26
2016-07-15,Central Region,Kasungu,Chatoloma,768,-13.32,33.48,cereals and tubers,Rice,52,KG,actual,Retail,MWK,700,0.99
2016-07-15,Central Region,Kasungu,Chatoloma,768,-13.32,33.48,pulses and nuts,Beans,50,KG,actual,Retail,MWK,937.05,1.33
2016-07-15,Central Region,Kasungu,Nkhoma,809,-12.72,33.4,cereals and tubers,Maize,51,KG,actual,Retail,MWK,175.17,0.25
2016-07-15,Central Region,Kasungu,Nkhoma,809,-12.72,33.4,cereals and tubers,Rice,52,KG,actual,Retail,MWK,800,1.13
2016-07-15,Central Region,Kasungu,Nkhoma,809,-12.72,33.4,pulses and nuts,Beans,50,KG,actual,Retail,MWK,667.32,0.95
2016-07-15,Central Region,Kasungu,Nkhoma,809,-12.72,33.4,pulses and nuts,Groundnuts (shelled),119,KG,actual,Retail,MWK,740.37,1.05
2016-07-15,Central Region,Lilongwe,Mitundu,791,-14.25,33.77,cereals and tubers,Rice,52,KG,actual,Retail,MWK,690.41,0.98
2016-07-15,Central Region,Lilongwe,Nanjiri,803,-14.07,33.84,cereals and tubers,Maize,51,KG,actual,Retail,MWK,238.07,0.34
2016-07-15,Central Region,Lilongwe,Nanjiri,803,-14.07,33.84,pulses and nuts,Beans,50,KG,actual,Retail,MWK,665.51,0.94
