date,admin1,admin2,market,market_id,latitude,longitude,category,commodity,commodity_id,unit,priceflag,pricetype,currency,price,usdprice
#date,#adm1+name,#adm2+name,#loc+market+name,#loc+market+code,#geo+lat,#geo+lon,#item+type,#item+name,#item+code,#item+unit,#item+price+flag,#item+price+type,#currency+code,#value,#value+usd
1991-08-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,2,0.014
1991-08-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,1.22,0.0087
1992-06-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,2.58,0.018
1992-06-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,1.6,0.011
1992-12-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,2.78,0.02
1993-07-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,1.72,0.012
1994-02-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,3.32,0.024
1994-04-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,3.4,0.024
1994-04-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,2.12,0.015
1994-04-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,3.6,0.026
1994-10-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,2.1,0.015
1994-10-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,6,0.043
1995-01-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,7.65,0.054
1995-03-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,6.68,0.047
1995-07-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,8.4,0.06
1995-12-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,8.4,0.06
1995-12-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,7.54,0.054
1996-07-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,8.4,0.06
1996-07-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,7.54,0.054
1996-07-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,10,0.071
1998-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1500,0.57
1998-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3000,1.15
1998-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1500,0.57
1998-02-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,11,0.078
1998-02-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1551,0.59
1998-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3200,1.22
1998-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1333,0.51
1998-04-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1666,0.64
1998-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1530,0.58
1998-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3200,1.22
1998-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1525,0.58
1998-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3625,1.38
1998-07-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1550,0.59
1998-07-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4250,1.62
1998-08-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1527,0.58
1998-09-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1441,0.55
1998-10-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,19.5,0.14
1998-10-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,11,0.078
1998-10-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1500,0.57
1998-11-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,19.5,0.14
1998-11-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,22,0.16
1998-11-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1600,0.61
1999-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1700,0.65
1999-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3425,1.31
1999-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1675,0.64
1999-02-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,20,0.14
1999-02-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3500,1.34
1999-02-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1800,0.69
1999-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1700,0.65
1999-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3500,1.34
1999-04-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,2200,0.85
1999-04-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3500,1.35
1999-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3425,1.32
1999-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,2500,0.96
1999-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3233,1.25
1999-07-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,12,0.085
1999-07-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3625,1.4
1999-08-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1568,0.61
1999-10-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,26,0.18
1999-10-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,14,0.099
1999-10-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,30.5,0.22
1999-11-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3767,1.47
2000-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3460,1.35
2000-02-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3500,1.34
2000-03-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,27,0.19
2000-03-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,32.66,0.23
2000-05-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,36,0.26
2000-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1610,0.61
2000-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4000,1.53
2000-06-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,21.2,0.15
2000-06-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,42.5,0.3
2000-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1688,0.64
2000-07-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1483,0.57
2000-07-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4200,1.6
2000-08-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1163,0.44
2000-08-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4000,1.53
2000-09-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,43,0.31
2000-09-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,33,0.23
2000-09-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,48,0.34
2000-09-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,863,0.33
2000-09-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3700,1.41
2000-10-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,55,0.39
2000-12-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,52,0.37
2000-12-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,51.5,0.37
2000-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,830,0.32
2000-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,3800,1.45
2000-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2000,0.76
2001-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1000,0.38
2001-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4000,1.53
2001-02-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,37.5,0.27
2001-02-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,49.8,0.35
2001-02-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4375,1.67
2001-02-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1330,0.51
2001-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1858,0.71
2001-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4500,1.72
2001-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1800,0.69
2001-04-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5075,1.94
2001-04-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1800,0.69
2001-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,2140,0.82
2001-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5500,2.1
2001-06-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,36.2,0.26
2001-06-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,54.3,0.39
2001-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2043,0.78
2001-07-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,44.9,0.32
2001-07-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,2210,0.84
2001-08-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,43.9,0.31
2001-08-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,35,0.25
2001-08-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1875,0.72
2001-08-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5500,2.1
2001-08-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3000,1.15
2001-09-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1667,0.64
2001-09-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5500,2.1
2001-10-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1999,0.76
2001-10-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,3110,1.19
2001-11-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,43.9,0.31
2001-11-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,33,0.23
2001-11-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,48,0.34
2001-11-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,7000,2.67
2001-12-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,41.2,0.29
2001-12-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,31.4,0.22
2001-12-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,46.1,0.33
2001-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1667,0.64
2001-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,4000,1.53
2001-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2974,1.14
2002-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1657,0.63
2002-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5667,2.16
2002-01-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2547,0.97
2002-02-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,42.6,0.3
2002-02-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,31.4,0.22
2002-02-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,6125,2.34
2002-02-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1670,0.64
2002-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1918,0.73
2002-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,6250,2.39
2002-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,1750,0.67
2002-04-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,44.6,0.32
2002-04-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,35.2,0.25
2002-04-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,52.1,0.37
2002-04-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,2033,0.78
2002-04-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,6167,2.35
2002-05-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,44.6,0.32
2002-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,6000,2.29
2002-05-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2000,0.76
2002-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,2248,0.86
2002-06-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,6000,2.29
2002-08-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,46.95,0.33
2002-08-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,36.55,0.26
2002-08-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,54.7,0.39
2002-10-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,39.75,0.28
2002-11-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1709,0.65
2002-11-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5000,1.91
2002-11-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2667,1.02
2002-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Maize (white),67,KG,actual,Retail,SOS,1667,0.64
2002-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Rice (imported),64,KG,actual,Retail,SOS,5000,1.91
2002-12-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2334,0.89
2003-01-15,Central Region,Dowa,Dowa Boma,825,-13.68,33.98,cereals and tubers,Maize,51,KG,actual,Retail,MWK,20,0.14
2003-01-15,Central Region,Mchinji,Mchinji Boma,789,-13.8,32.9,cereals and tubers,Maize,51,KG,actual,Retail,MWK,22.28,0.16
2003-01-15,Central Region,Nkhotakota,Nkhotakota Boma,810,-12.92,34.3,cereals and tubers,Maize,51,KG,actual,Retail,MWK,19.13,0.14
2003-01-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,cereals and tubers,Maize,51,KG,actual,Retail,MWK,17.97,0.13
2003-01-15,Central Region,Ntcheu,Lizulu,826,-14.52,34.47,cereals and tubers,Maize,51,KG,actual,Retail,MWK,17.98,0.13
2003-01-15,Central Region,Ntchisi,Ntchisi Boma,815,-13.37,33.92,cereals and tubers,Maize,51,KG,actual,Retail,MWK,18.18,0.13
2003-01-15,Northern Region,Chitipa,Chitipa Boma,774,-9.72,33.27,cereals and tubers,Maize,51,KG,actual,Retail,MWK,13.91,0.099
2003-01-15,Northern Region,Mzimba,Mzimba,800,-11.9,33.6,cereals and tubers,Maize,51,KG,actual,Retail,MWK,17.77,0.13
2003-01-15,Northern Region,Mzimba,Mzuzu,801,-11.45,33.92,cereals and tubers,Maize,51,KG,actual,Retail,MWK,17.22,0.12
2003-01-15,Southern Region,Chikwawa,Nchalo,804,-16.27,34.87,cereals and tubers,Maize,51,KG,actual,Retail,MWK,19.33,0.14
2003-01-15,Southern Region,Machinga,Liwonde,782,-15.07,35.23,cereals and tubers,Maize,51,KG,actual,Retail,MWK,19.02,0.14
2003-01-15,Southern Region,Machinga,Ntaja,813,-14.87,35.53,cereals and tubers,Maize,51,KG,actual,Retail,MWK,22.06,0.16
2003-01-15,Southern Region,Mangochi,Namwera,802,-14.36,35.5,cereals and tubers,Maize,51,KG,actual,Retail,MWK,21.38,0.15
2003-01-15,Southern Region,Thyolo,Luchenza,783,-16.01,35.31,cereals and tubers,Maize,51,KG,actual,Retail,MWK,17.5,0.12
2003-02-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,57.4,0.41
2003-02-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,61.95,0.44
2003-02-15,Central Region,Dowa,Dowa Boma,825,-13.68,33.98,cereals and tubers,Maize,51,KG,actual,Retail,MWK,20.65,0.15
2003-02-15,Central Region,Lilongwe,Mitundu,791,-14.25,33.77,cereals and tubers,Maize,51,KG,actual,Retail,MWK,19.6,0.14
2003-02-15,Central Region,Mchinji,Mchinji Boma,789,-13.8,32.9,cereals and tubers,Maize,51,KG,actual,Retail,MWK,22.36,0.16
2003-02-15,Central Region,Nkhotakota,Nkhotakota Boma,810,-12.92,34.3,cereals and tubers,Maize,51,KG,actual,Retail,MWK,18.92,0.13
2003-02-15,Central Region,Ntcheu,Lizulu,826,-14.52,34.47,cereals and tubers,Maize,51,KG,actual,Retail,MWK,16.21,0.12
2003-02-15,Northern Region,Chitipa,Chitipa Boma,774,-9.72,33.27,cereals and tubers,Maize,51,KG,actual,Retail,MWK,14.19,0.1
2003-02-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Maize,51,KG,actual,Retail,MWK,14.95,0.11
2003-02-15,Southern Region,Machinga,Liwonde,782,-15.07,35.23,cereals and tubers,Maize,51,KG,actual,Retail,MWK,19.49,0.14
2003-02-15,Southern Region,Nsanje,Bangula,764,-16.57,35.12,cereals and tubers,Maize,51,KG,actual,Retail,MWK,19.08,0.14
2003-02-15,Southern Region,Thyolo,Luchenza,783,-16.01,35.31,cereals and tubers,Maize,51,KG,actual,Retail,MWK,16.84,0.12
2003-03-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,48.52,0.34
2003-03-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,66.95,0.48
2003-03-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,cereals and tubers,Maize,51,KG,actual,Retail,MWK,17.08,0.12
2003-03-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Maize,51,KG,actual,Retail,MWK,12.99,0.092
2003-03-15,Northern Region,Rumphi,Rumphi Boma,818,-11.02,33.87,cereals and tubers,Maize,51,KG,actual,Retail,MWK,16.21,0.12
2003-03-15,Southern Region,Machinga,Liwonde,782,-15.07,35.23,cereals and tubers,Maize,51,KG,actual,Retail,MWK,18.37,0.13
2003-03-15,Southern Region,Machinga,Ntaja,813,-14.87,35.53,cereals and tubers,Maize,51,KG,actual,Retail,MWK,19.59,0.14
2003-03-15,Southern Region,Mangochi,Mangochi Boma,787,-14.48,35.26,cereals and tubers,Maize,51,KG,actual,Retail,MWK,14.82,0.11
2003-03-15,Southern Region,Nsanje,Bangula,764,-16.57,35.12,cereals and tubers,Maize,51,KG,actual,Retail,MWK,16.6,0.12
2003-03-15,Southern Region,Nsanje,Marka,2128,-17.12,35.23,cereals and tubers,Sorghum (red),282,KG,actual,Retail,SOS,2334,0.89
2003-04-15,,,National Average,1835,,,non-food,Fuel (diesel),284,L,actual,Retail,MWK,62,0.44
2003-04-15,,,National Average,1835,,,non-food,"Fuel (kerosene, paraffin)",350,L,actual,Retail,MWK,47.8,0.34
2003-04-15,,,National Average,1835,,,non-food,Fuel (petrol),1041,L,actual,Retail,MWK,65.8,0.47
2003-04-15,Central Region,Dowa,Dowa Boma,825,-13.68,33.98,cereals and tubers,Maize,51,KG,actual,Retail,MWK,11.46,0.081
2003-04-15,Central Region,Lilongwe,Mitundu,791,-14.25,33.77,cereals and tubers,Maize,51,KG,actual,Retail,MWK,14.38,0.1
2003-04-15,Central Region,Mchinji,Mchinji Boma,789,-13.8,32.9,cereals and tubers,Maize,51,KG,actual,Retail,MWK,16.89,0.12
2003-04-15,Central Region,Nkhotakota,Nkhotakota Boma,810,-12.92,34.3,cereals and tubers,Maize,51,KG,actual,Retail,MWK,9.4,0.067
2003-04-15,Central Region,Ntcheu,Chimbiya,771,-15.08,34.58,cereals and tubers,Maize,51,KG,actual,Retail,MWK,16.76,0.12
2003-04-15,Central Region,Ntcheu,Lizulu,826,-14.52,34.47,cereals and tubers,Maize,51,KG,actual,Retail,MWK,18.57,0.13
2003-04-15,Central Region,Ntchisi,Ntchisi Boma,815,-13.37,33.92,cereals and tubers,Maize,51,KG,actual,Retail,MWK,18.98,0.13
2003-04-15,Northern Region,Chitipa,Chitipa Boma,774,-9.72,33.27,cereals and tubers,Maize,51,KG,actual,Retail,MWK,9.29,0.066
2003-04-15,Northern Region,Karonga,Karonga Boma,779,-9.93,33.93,cereals and tubers,Maize,51,KG,actual,Retail,MWK,11.56,0.082
2003-04-15,Northern Region,Mzimba,Mzuzu,801,-11.45,33.92,cereals and tubers,Maize,51,KG,actual,Retail,MWK,13.28,0.094
2003-04-15,Northern Region,Rumphi,Rumphi Boma,818,-11.02,33.87,cereals and tubers,Maize,51,KG,actual,Retail,MWK,12.95,0.092
2003-04-15,Southern Region,Chikwawa,Nchalo,804,-16.27,34.87,cereals and tubers,Maize,51,KG,actual,Retail,MWK,15.54,0.11
2003-04-15,Southern Region,Machinga,Liwonde,782,-15.07,35.23,cereals and tubers,Maize,51,KG,actual,Retail,MWK,11.4,0.081
